Electrode,Band,Hurst,DFA,Lyapunov,Sample Entropy,Correlation Dimension,Approximate Entropy,Permutation Entropy,Sample Entropy.1,SVD Entropy,Subject
PO3,cA5,0.5701974315103047,0.773274363906899,0.0143884931291856,1.8010538190703949,-4.508681703489195e-16,1.529347614938069,2.5320918594182613,1.8010538190703949,1.4734050023611207,03
PO3,cD1,0.3474823650204188,0.3193480394252266,0.0037218353965063,1.6946952338711236,1.1731309110667642e-15,1.899591511389926,2.5466100649104133,1.694695233871124,1.4598176125032314,03
PO3,cD2,0.4591740069496861,0.4572008100681008,0.0007594253077649,1.9953088968622708,2.9432160343287153e-16,2.115930130102525,2.574750841906672,1.995308896862271,1.565809736923903,03
PO3,cD3,0.4700062241421984,0.4538940397827735,0.0038256645202637,2.0729356596545654,1.066271354913546e-15,2.0967793244761106,2.576705109148685,2.0729356596545654,1.565210447193882,03
PO3,cD4,0.3499294145118441,0.313896302147212,0.038049759183611,1.6673167805344498,1.5506636602721824e-15,1.700563958453576,2.571105845211238,1.6673167805344498,1.4540642491977411,03
PO3,cD5,0.2532057288963705,0.1651299172113192,0.053825125974767,1.082481388136494,1.0074680491339342e-15,1.1953863337690436,2.569365236142759,1.082481388136494,1.415093655712077,03
Fp1,cA5,0.3940214747998388,0.6822713043483333,0.0311354417067307,1.3899271721572215,3.92129514657672e-15,1.2876342574970412,2.571305744973109,1.3899271721572215,1.5268306898315664,04
Fp1,cD1,0.3426709662798558,0.3167394615509588,0.0046924764459779,1.4656575247674457,8.794563594768816e-05,1.6025559134473863,2.545840224334223,1.4656575247674453,1.4154517939534963,04
Fp1,cD2,0.4490943363337355,0.4555482837814756,0.0038452668623489,1.7014201276534382,2.569229951420449e-15,1.8117723739948008,2.5604138693625,1.7014201276534384,1.552739233079606,04
Fp1,cD3,0.5074097652074899,0.4829770125318939,0.0038754809986458,2.0231581347931584,9.741346732296964e-16,2.0347470488963806,2.5757270292884966,2.0231581347931584,1.5631571425694348,04
Fp1,cD4,0.3613253515229014,0.3309419261276057,-0.000418570547393,2.037706395020498,1.2450534954889674e-16,1.963948780839052,2.574540828768808,2.037706395020498,1.5313990074987012,04
Fp1,cD5,0.3621593185810695,0.3883236587039718,0.0354054621287754,1.7053760094577086,1.329636744428471e-15,1.655882636384001,2.439390169378271,1.7053760094577086,1.37196012559043,04
Fp2,cA5,0.4611631172190381,0.6854059115356254,0.0314025533465655,1.6713114022747582,-1.4897771288599465e-15,1.438747851894748,2.5830242892881827,1.6713114022747582,1.520990125142974,04
Fp2,cD1,0.3419437068292339,0.3086380217742292,0.002418587424538,1.5734688430356445,-4.390651924518607e-15,1.705896501818955,2.546607031717731,1.5734688430356445,1.4252450695324497,04
Fp2,cD2,0.4207443707791546,0.4226467650312747,0.0007116086555246,1.8689515988663303,-9.890817733756409e-16,1.9640894786105736,2.566329221652524,1.8689515988663303,1.549600486154948,04
Fp2,cD3,0.41393259564347,0.4032049710983278,0.0012446779193302,2.039074918882053,2.972518396586497e-15,2.0489353036887445,2.5654239116366937,2.039074918882053,1.5470331678882865,04
Fp2,cD4,0.4151770656005198,0.399488453546678,0.0037296988747335,2.0927333714575083,5.439761522685128e-17,1.9959594333335504,2.570094251219164,2.0927333714575083,1.5383034526544817,04
Fp2,cD5,0.3575776530317307,0.4027386669152889,0.0264932359967914,1.8469838092957969,1.505809121891792e-15,1.7247089222304188,2.475038840477162,1.8469838092957969,1.4319837113833411,04
F3,cA5,0.3462723466293522,0.532911654467115,0.0161784878977528,1.99717878425341,-3.9450039686164e-16,1.552269382347072,2.565807108771009,1.99717878425341,1.5559761441427176,04
F3,cD1,0.3571750482301591,0.3328410286311215,0.0047128243879839,1.805163265482939,6.062391212187685e-18,1.936762666360745,2.549420838791981,1.805163265482939,1.4617754868093833,04
F3,cD2,0.4386482038419889,0.4257291173351697,0.0002156806714608,2.0213859855696086,-1.1488149786624318e-16,2.0947044572325515,2.566464279184577,2.0213859855696086,1.545805498289934,04
F3,cD3,0.4204575561772573,0.3978089334849307,0.0090056866198992,2.048019554891705,1.092051996697936e-15,2.0610650671100936,2.568994726024471,2.048019554891705,1.528601489803565,04
F3,cD4,0.350034638984087,0.3223766031654477,0.0025258786750563,1.9923999899482727,-8.965616666064502e-17,1.932040918978645,2.576048764298224,1.9923999899482727,1.5114689829975323,04
F3,cD5,0.4406548065230264,0.4148109675536005,0.038838810079238,1.746256538599526,9.539234532053165e-16,1.671324843875733,2.4284810525393743,1.746256538599526,1.3874463455338375,04
F4,cA5,0.3914018870721301,0.6268824397089672,0.0038445646112614,2.0463430292417994,5.603987269210573e-16,1.5858049412990969,2.583980558248628,2.0463430292417994,1.5660083352092076,04
